symbol,date,price
Prediction,Sep 05,30.48071358
Prediction,Oct 05,31.47547831
Prediction,Nov 05,38.95982312
Prediction,Dec 05,39.37679913
Prediction,Jan 06,45.17358367
Prediction,Feb 06,45.2701281
Prediction,Mar 06,39.08357713
Prediction,Apr 06,42.79787533
Prediction,May 06,37.70436339
Prediction,Jun 06,39.45488149
Prediction,Jul 06,32.8661686
Prediction,Aug 06,29.96775902
Prediction,Sep 06,29.87148151
Prediction,Oct 06,30.24655933
Prediction,Nov 06,39.21713625
Prediction,Dec 06,41.91483899
Prediction,Jan 07,48.21536635
Prediction,Feb 07,40.25452543
Prediction,Mar 07,42.01005457
Prediction,Apr 07,45.39260811
Prediction,May 07,38.7554295
Prediction,Jun 07,38.08675879
Prediction,Jul 07,33.00220334
Prediction,Aug 07,29.81092269
Prediction,Sep 07,30.24930925
Prediction,Oct 07,30.63846937
Prediction,Nov 07,42.42203314
Prediction,Dec 07,39.01186197
Prediction,Jan 08,50.38934838
Prediction,Feb 08,44.94736793
Prediction,Mar 08,36.90571673
Prediction,Apr 08,42.78424889
Prediction,May 08,42.52633702
Prediction,Jun 08,39.29168517
Prediction,Jul 08,32.24148921
Prediction,Aug 08,29.85028177
Prediction,Sep 08,30.18145219
Prediction,Oct 08,36.21279243
Prediction,Nov 08,42.35434964
Prediction,Dec 08,44.19088519
Prediction,Jan 09,48.72539165
Prediction,Feb 09,50.36197739
Prediction,Mar 09,46.97251817
Prediction,Apr 09,39.36360084
Prediction,May 09,44.54043625
Prediction,Jun 09,38.33887487
Prediction,Jul 09,33.30361318
Prediction,Aug 09,30.48072848
Prediction,Sep 09,31.30943016
Prediction,Oct 09,32.63714899
Prediction,Nov 09,40.48063548
Prediction,Dec 09,43.518275
Prediction,Jan 10,48.05402574
Prediction,Feb 10,49.28123458
Prediction,Mar 10,47.09190715
Prediction,Apr 10,46.31415767
Prediction,May 10,41.17299505
Prediction,Jun 10,39.36339619
Prediction,Jul 10,32.81870171
Prediction,Aug 10,30.13699421
Prediction,Sep 10,30.96996196
Prediction,Oct 10,30.90478713
Prediction,Nov 10,43.61081457
Prediction,Dec 10,44.53141291
Prediction,Jan 11,52.86993541
Prediction,Feb 11,49.39798769
Prediction,Mar 11,45.69799577
Prediction,Apr 11,43.37489234
Prediction,May 11,39.33347618
Prediction,Jun 11,41.68380123
Prediction,Jul 11,32.63963453
Prediction,Aug 11,30.44274671
Prediction,Sep 11,29.11008038
Prediction,Oct 11,32.15820761
Prediction,Nov 11,39.23774921
Prediction,Dec 11,43.87178117
Prediction,Jan 12,47.49718037
Prediction,Feb 12,45.6647424
Prediction,Mar 12,43.59493219
Prediction,Apr 12,42.86491964
Prediction,May 12,39.2454009
Prediction,Jun 12,39.18306168
Prediction,Jul 12,32.80173497
Prediction,Aug 12,30.08044489
Prediction,Sep 12,30.57261118
Prediction,Oct 12,32.39980113
Prediction,Nov 12,39.30718259
Prediction,Dec 12,48.20682906
Prediction,Jan 13,51.39504779
Prediction,Feb 13,52.09147197
Prediction,Mar 13,46.4944179
Prediction,Apr 13,45.06018843
Prediction,May 13,39.36679689
Prediction,Jun 13,41.73918291
Prediction,Jul 13,32.99996652
Prediction,Aug 13,30.61643643
Prediction,Sep 13,31.15047521
Prediction,Oct 13,35.28269971
Prediction,Nov 13,37.13212606
Prediction,Dec 13,41.63244854
Real,Sep 05,30.12315047
Real,Oct 05,30.21029026
Real,Nov 05,37.21024385
Real,Dec 05,38.69481946
Real,Jan 06,44.73446325
Real,Feb 06,44.71186978
Real,Mar 06,36.44663429
Real,Apr 06,40.09008869
Real,May 06,37.35325052
Real,Jun 06,37.66874473
Real,Jul 06,31.62522827
Real,Aug 06,27.66930851
Real,Sep 06,29.59870517
Real,Oct 06,29.69091224
Real,Nov 06,39.86835278
Real,Dec 06,42.65766604
Real,Jan 07,48.46769821
Real,Feb 07,42.49718741
Real,Mar 07,41.76758396
Real,Apr 07,45.23498421
Real,May 07,35.22393391
Real,Jun 07,38.35558871
Real,Jul 07,32.58659883
Real,Aug 07,27.78493409
Real,Sep 07,29.14884441
Real,Oct 07,33.46469291
Real,Nov 07,41.97299163
Real,Dec 07,39.07464539
Real,Jan 08,50.26561521
Real,Feb 08,45.63857291
Real,Mar 08,36.09118432
Real,Apr 08,40.89118556
Real,May 08,41.12289709
Real,Jun 08,35.81816249
Real,Jul 08,30.33108326
Real,Aug 08,28.30905261
Real,Sep 08,28.43282233
Real,Oct 08,29.08244003
Real,Nov 08,39.92163123
Real,Dec 08,45.29605539
Real,Jan 09,48.42259209
Real,Feb 09,50.47250272
Real,Mar 09,47.13741533
Real,Apr 09,38.8435037
Real,May 09,43.43950077
Real,Jun 09,37.24073589
Real,Jul 09,33.26851293
Real,Aug 09,29.45332411
Real,Sep 09,30.31512727
Real,Oct 09,31.89944471
Real,Nov 09,42.88012021
Real,Dec 09,42.43211632
Real,Jan 10,48.80609318
Real,Feb 10,49.27744203
Real,Mar 10,47.17124462
Real,Apr 10,46.20447499
Real,May 10,40.75121009
Real,Jun 10,38.44352334
Real,Jul 10,29.13365026
Real,Aug 10,28.50036832
Real,Sep 10,31.15395897
Real,Oct 10,30.82492173
Real,Nov 10,43.68346827
Real,Dec 10,45.04527347
Real,Jan 11,53.411504
Real,Feb 11,49.2463212
Real,Mar 11,45.25475461
Real,Apr 11,42.38399575
Real,May 11,38.30914156
Real,Jun 11,40.46249409
Real,Jul 11,31.42028314
Real,Aug 11,28.61628833
Real,Sep 11,25.17626449
Real,Oct 11,34.15352858
Real,Nov 11,39.7268332
Real,Dec 11,43.00595411
Real,Jan 12,48.47520008
Real,Feb 12,42.28760865
Real,Mar 12,43.44514883
Real,Apr 12,37.55960191
Real,May 12,38.87538546
Real,Jun 12,38.07584077
Real,Jul 12,31.79894867
Real,Aug 12,28.87737633
Real,Sep 12,29.49939261
Real,Oct 12,32.19243705
Real,Nov 12,40.95998996
Real,Dec 12,48.99173841
Real,Jan 13,50.61513611
Real,Feb 13,51.98076608
Real,Mar 13,46.09342759
Real,Apr 13,44.62180026
Real,May 13,41.37248127
Real,Jun 13,41.14938047
Real,Jul 13,32.52194365
Real,Aug 13,27.66143306
Real,Sep 13,31.3218698
Real,Oct 13,31.02113651
Real,Nov 13,35.74401479
Real,Dec 13,41.77157185
