 symbol,date,price
Prediction,Sep 05,37.7842537
Prediction,Oct 05,36.08278843
Prediction,Nov 05,45.28104088
Prediction,Dec 05,51.88971749
Prediction,Jan 06,57.17373739
Prediction,Feb 06,56.51716039
Prediction,Mar 06,45.98408337
Prediction,Apr 06,45.93409926
Prediction,May 06,45.87635266
Prediction,Jun 06,46.28625444
Prediction,Jul 06,38.42885118
Prediction,Aug 06,35.0863937
Prediction,Sep 06,35.94752397
Prediction,Oct 06,37.18725101
Prediction,Nov 06,45.35826682
Prediction,Dec 06,50.31029293
Prediction,Jan 07,57.06898875
Prediction,Feb 07,55.10627055
Prediction,Mar 07,46.94523916
Prediction,Apr 07,45.02968508
Prediction,May 07,44.46770772
Prediction,Jun 07,44.45772295
Prediction,Jul 07,35.84274688
Prediction,Aug 07,34.38642955
Prediction,Sep 07,37.39562113
Prediction,Oct 07,35.18979646
Prediction,Nov 07,42.49279156
Prediction,Dec 07,50.04836466
Prediction,Jan 08,53.6260539
Prediction,Feb 08,46.84935051
Prediction,Mar 08,45.56547085
Prediction,Apr 08,41.25670936
Prediction,May 08,44.84023007
Prediction,Jun 08,46.8322408
Prediction,Jul 08,44.04697446
Prediction,Aug 08,34.69455491
Prediction,Sep 08,38.44679065
Prediction,Oct 08,35.37581151
Prediction,Nov 08,45.26643258
Prediction,Dec 08,47.51169617
Prediction,Jan 09,56.35541034
Prediction,Feb 09,49.95371541
Prediction,Mar 09,44.46758706
Prediction,Apr 09,42.07301011
Prediction,May 09,45.32352826
Prediction,Jun 09,43.64702495
Prediction,Jul 09,35.54301611
Prediction,Aug 09,36.0724993
Prediction,Sep 09,35.36468182
Prediction,Oct 09,36.95617122
Prediction,Nov 09,44.7402037
Prediction,Dec 09,48.7803843
Prediction,Jan 10,58.91552409
Prediction,Feb 10,56.52128066
Prediction,Mar 10,48.17214151
Prediction,Apr 10,45.00875174
Prediction,May 10,37.59307628
Prediction,Jun 10,47.00280068
Prediction,Jul 10,38.00483645
Prediction,Aug 10,35.08986796
Prediction,Sep 10,35.98831528
Prediction,Oct 10,35.33878105
Prediction,Nov 10,39.25174684
Prediction,Dec 10,50.98595585
Prediction,Jan 11,57.90131132
Prediction,Feb 11,54.2591528
Prediction,Mar 11,47.83314388
Prediction,Apr 11,45.33223668
Prediction,May 11,46.44113265
Prediction,Jun 11,44.29284909
Prediction,Jul 11,34.87760192
Prediction,Aug 11,35.25353759
Prediction,Sep 11,36.32152718
Prediction,Oct 11,35.6019406
Prediction,Nov 11,38.64461585
Prediction,Dec 11,49.45717295
Prediction,Jan 12,59.29554424
Prediction,Feb 12,52.96723225
Prediction,Mar 12,48.51782767
Prediction,Apr 12,45.0355718
Prediction,May 12,43.50606328
Prediction,Jun 12,43.87043491
Prediction,Jul 12,38.11492308
Prediction,Aug 12,34.42049442
Prediction,Sep 12,36.03682265
Prediction,Oct 12,37.14467205
Prediction,Nov 12,41.37400229
Prediction,Dec 12,46.95513318
Prediction,Jan 13,56.73648812
Prediction,Feb 13,51.19596161
Prediction,Mar 13,53.719343
Prediction,Apr 13,48.06582275
Prediction,May 13,46.33499631
Prediction,Jun 13,46.99936568
Prediction,Jul 13,35.06454485
Prediction,Aug 13,35.10302471
Prediction,Sep 13,36.6047476
Prediction,Oct 13,36.98733584
Prediction,Nov 13,44.27945208
Prediction,Dec 13,48.64654857
Real,Sep 05,37.39394952
Real,Oct 05,36.79321188
Real,Nov 05,45.84759462
Real,Dec 05,52.37775044
Real,Jan 06,55.90930786
Real,Feb 06,56.16195919
Real,Mar 06,48.47422346
