symbol,date,price
Prediction,Sep 05,30.93250328
Prediction,Oct 05,32.19008673
Prediction,Nov 05,37.57628089
Prediction,Dec 05,45.00443841
Prediction,Jan 06,49.41998577
Prediction,Feb 06,45.96111409
Prediction,Mar 06,41.19718354
Prediction,Apr 06,42.46784606
Prediction,May 06,40.90925027
Prediction,Jun 06,39.72973239
Prediction,Jul 06,32.1575004
Prediction,Aug 06,30.10267207
Prediction,Sep 06,31.51003511
Prediction,Oct 06,32.15759085
Prediction,Nov 06,40.72169173
Prediction,Dec 06,42.13345297
Prediction,Jan 07,50.91200547
Prediction,Feb 07,48.05832461
Prediction,Mar 07,45.75524243
Prediction,Apr 07,45.48288497
Prediction,May 07,38.46532631
Prediction,Jun 07,36.93081351
Prediction,Jul 07,32.13499142
Prediction,Aug 07,30.32914866
Prediction,Sep 07,31.29733933
Prediction,Oct 07,32.26963558
Prediction,Nov 07,39.98978568
Prediction,Dec 07,43.0227717
Prediction,Jan 08,52.15528915
Prediction,Feb 08,46.67911031
Prediction,Mar 08,42.38715971
Prediction,Apr 08,38.64025272
Prediction,May 08,39.49368428
Prediction,Jun 08,40.21225065
Prediction,Jul 08,32.54266781
Prediction,Aug 08,30.01167564
Prediction,Sep 08,31.63616726
Prediction,Oct 08,32.93835035
Prediction,Nov 08,39.94813735
Prediction,Dec 08,43.44882467
Prediction,Jan 09,50.44640781
Prediction,Feb 09,49.68656954
Prediction,Mar 09,41.54274322
Prediction,Apr 09,34.44805343
Prediction,May 09,40.10183536
Prediction,Jun 09,42.93845014
Prediction,Jul 09,32.16095601
Prediction,Aug 09,29.75266605
Prediction,Sep 09,32.01789254
Prediction,Oct 09,31.56502297
Prediction,Nov 09,40.53387269
Prediction,Dec 09,44.82332089
Prediction,Jan 10,50.5794087
Prediction,Feb 10,49.04981793
Prediction,Mar 10,46.96040225
Prediction,Apr 10,38.65901541
Prediction,May 10,39.72643192
Prediction,Jun 10,40.1988908
Prediction,Jul 10,33.26196817
Prediction,Aug 10,30.10046783
Prediction,Sep 10,30.67403302
Prediction,Oct 10,30.83157017
Prediction,Nov 10,35.71892724
Prediction,Dec 10,42.25960881
Prediction,Jan 11,48.81258265
Prediction,Feb 11,47.06766587
Prediction,Mar 11,39.58454
Prediction,Apr 11,37.97382413
Prediction,May 11,36.40248478
Prediction,Jun 11,40.78887547
Prediction,Jul 11,33.03316408
Prediction,Aug 11,30.48912396
Prediction,Sep 11,30.3139109
Prediction,Oct 11,32.7239196
Prediction,Nov 11,37.1445792
Prediction,Dec 11,44.43795277
Prediction,Jan 12,50.26016865
Prediction,Feb 12,44.64875787
Prediction,Mar 12,41.64817401
Prediction,Apr 12,40.94536168
Prediction,May 12,37.89803195
Prediction,Jun 12,42.38956408
Prediction,Jul 12,31.96015257
Prediction,Aug 12,30.22595745
Prediction,Sep 12,29.82650351
Prediction,Oct 12,32.03901401
Prediction,Nov 12,40.28607039
Prediction,Dec 12,41.63596568
Prediction,Jan 13,48.89403357
Prediction,Feb 13,47.59917682
Prediction,Mar 13,45.50850363
Prediction,Apr 13,42.18875673
Prediction,May 13,41.81053312
Prediction,Jun 13,39.62710451
Prediction,Jul 13,32.50625996
Prediction,Aug 13,29.77653714
Prediction,Sep 13,30.72155188
Prediction,Oct 13,31.83524527
Prediction,Nov 13,39.08013292
Prediction,Dec 13,43.50445899
Real,Sep 05,28.11579294
Real,Oct 05,32.47862694
Real,Nov 05,35.50223222
Real,Dec 05,44.30252597
Real,Jan 06,47.28725717
Real,Feb 06,46.17643579
Real,Mar 06,40.86086135
Real,Apr 06,43.67262801
Real,May 06,36.66344457
Real,Jun 06,38.99981441
Real,Jul 06,30.3498132
Real,Aug 06,27.77058329
Real,Sep 06,30.30491228
Real,Oct 06,32.50315463
Real,Nov 06,39.44123568
Real,Dec 06,39.51345899
