symbol,date,price
Prediction,Sep 05,50.66322629
Prediction,Oct 05,45.26882879
Prediction,Nov 05,44.56141647
Prediction,Dec 05,38.93498617
Prediction,Jan 06,39.53802328
Prediction,Feb 06,40.53176616
Prediction,Mar 06,31.21097037
Prediction,Apr 06,30.07443628
Prediction,May 06,31.50720021
Prediction,Jun 06,31.6169628
Prediction,Jul 06,37.46632727
Prediction,Aug 06,42.3851629
Prediction,Sep 06,51.00361388
Prediction,Oct 06,44.96117082
Prediction,Nov 06,45.89792442
Prediction,Dec 06,41.71535567
Prediction,Jan 07,39.95720267
Prediction,Feb 07,40.91580992
Prediction,Mar 07,31.02568768
Prediction,Apr 07,30.45178617
Prediction,May 07,31.45553767
Prediction,Jun 07,29.2063103
Prediction,Jul 07,39.80577681
Prediction,Aug 07,44.07263545
Prediction,Sep 07,53.50266866
Prediction,Oct 07,45.63040989
Prediction,Nov 07,35.93326249
Prediction,Dec 07,40.51239599
Prediction,Jan 08,39.92940619
Prediction,Feb 08,40.5760759
Prediction,Mar 08,31.99520808
Prediction,Apr 08,30.85118748
Prediction,May 08,30.76248923
Prediction,Jun 08,31.5940557
Prediction,Jul 08,39.14461533
Prediction,Aug 08,43.0566016
Prediction,Sep 08,48.81022268
Prediction,Oct 08,42.19727535
Prediction,Nov 08,43.86102111
Prediction,Dec 08,42.8536226
Prediction,Jan 09,42.82510676
Prediction,Feb 09,39.36820039
Prediction,Mar 09,32.28565492
Prediction,Apr 09,30.50551513
Prediction,May 09,30.73272097
Prediction,Jun 09,33.80541304
Prediction,Jul 09,39.51028651
Prediction,Aug 09,43.19212243
Prediction,Sep 09,50.76629277
Prediction,Oct 09,50.46393194
Prediction,Nov 09,45.55310637
Prediction,Dec 09,42.72833375
Prediction,Jan 10,40.25002276
Prediction,Feb 10,41.27590427
Prediction,Mar 10,31.20246501
Prediction,Apr 10,30.36781015
Prediction,May 10,30.55209585
Prediction,Jun 10,30.46142769
Prediction,Jul 10,40.88148768
Prediction,Aug 10,44.55346377
Prediction,Sep 10,49.57311592
Prediction,Oct 10,45.51337356
Prediction,Nov 10,46.62725251
Prediction,Dec 10,41.58991869
Prediction,Jan 11,39.53012757
Prediction,Feb 11,39.03326279
Prediction,Mar 11,31.92902181
Prediction,Apr 11,30.10180526
Prediction,May 11,31.12806856
Prediction,Jun 11,33.44113851
Prediction,Jul 11,40.52854639
Prediction,Aug 11,43.89716801
Prediction,Sep 11,49.51799196
Prediction,Oct 11,46.27402644
Prediction,Nov 11,41.01581253
Prediction,Dec 11,40.74271731
Prediction,Jan 12,38.5806497
Prediction,Feb 12,39.85736721
Prediction,Mar 12,32.84202661
Prediction,Apr 12,30.55053958
Prediction,May 12,30.37589941
